127.0.0.1 - - [01/Oct/2021:09:05:34 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:38:41 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:38:41 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:38:41 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2178
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:38:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:38:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2178
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:38:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:41:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3167
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:41:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:41:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2208
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:43:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:43:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:43:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2264
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:44:08 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:44:08 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2282
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:44:08 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:44:10 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:44:10 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:44:10 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:45:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3249
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:45:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2317
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:45:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:46:01 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:46:01 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2337
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:46:01 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:47:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:47:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:47:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2372
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2373
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2422
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:48:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:49:36 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:49:36 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:49:36 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2431
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:50:43 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:50:43 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:50:43 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2472
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:51:16 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:51:16 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2439
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:51:16 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:51:47 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:51:47 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:51:47 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2460
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:53:09 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:53:09 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2512
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:53:09 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:53:59 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:53:59 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:53:59 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2534
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:56:50 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:56:50 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2570
0:0:0:0:0:0:0:1 - - [01/Oct/2021:10:56:50 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:00:24 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3481
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:00:24 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:00:24 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:01:20 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:01:20 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2578
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:01:20 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:02:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:02:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2608
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:02:14 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:02:40 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3488
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:02:40 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:02:40 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:03:06 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:03:06 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2613
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:03:06 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:04:40 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:04:40 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2744
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:04:40 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:04:56 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:04:56 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2746
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:04:56 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:05:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:05:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:05:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2767
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:06:30 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:06:30 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:06:30 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:06:41 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:06:41 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2770
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:06:41 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:07:52 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:07:52 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:07:52 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2830
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:08:12 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:08:12 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2854
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:08:12 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:08:30 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:08:30 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:08:30 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2830
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:09:16 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:09:16 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:09:16 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2934
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:09:27 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:09:27 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:09:27 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2934
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:10:27 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:10:27 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:10:27 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 2994
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:10:39 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:10:39 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:10:39 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:13:38 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:13:38 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3036
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:13:38 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:14:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:14:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:14:51 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3096
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:14:52 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:14:52 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:14:52 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3096
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/cont_img1.jpg HTTP/1.1" 200 132373
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/visual_img.png HTTP/1.1" 200 238080
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/logo.gif HTTP/1.1" 200 1547
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/cont_img2.jpg HTTP/1.1" 200 81188
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:15:13 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/side_banner.jpg HTTP/1.1" 200 32435
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:26 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:26 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:26 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:31 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/logo.gif HTTP/1.1" 200 1547
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/cont_img1.jpg HTTP/1.1" 200 132373
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/visual_img.png HTTP/1.1" 200 238080
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/cont_img2.jpg HTTP/1.1" 200 81188
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:33 +0900] "GET /studyhtml5/ch06/3.theFitness2/images/side_banner.jpg HTTP/1.1" 200 32435
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:34 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:34 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:34 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:34 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:34 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:34 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:48 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:48 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3106
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:48 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:49 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:57 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:57 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:57 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:16:58 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:18:59 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:18:59 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 200 3180
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:18:59 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:20:57 +0900] "GET /studyhtml5/ch06/3.theFitness2/index.html HTTP/1.1" 200 3783
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:20:57 +0900] "GET /studyhtml5/ch06/3.theFitness2/css/style.css?ver=1.1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2021:11:20:57 +0900] "GET /studyhtml5/ch06/3.theFitness2/script/main.js HTTP/1.1" 404 867
