127.0.0.1 - - [03/Oct/2021:18:38:44 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:30 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:30 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:46:30 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:48:33 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:48:33 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:48:33 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2074
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:49:01 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:49:01 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:49:01 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2074
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:49:09 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:49:09 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:49:09 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2074
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:50:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:50:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:50:27 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2222
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:51:16 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:51:16 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:51:16 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2293
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:52:03 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:52:03 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:52:03 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2370
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:53:23 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:53:23 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:53:23 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2474
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:54:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:54:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:54:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2624
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:54:55 +0900] "GET /studyhtml5/ch06/3.fitness-t/index.html HTTP/1.1" 200 3794
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:54:55 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:54:55 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/style.css?modifed=20210929 HTTP/1.1" 200 4249
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:55:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:55:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:55:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2628
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:57:01 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:57:01 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:57:01 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2743
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:57:57 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:57:57 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:57:57 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:58:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:58:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:58:45 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2781
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:58:46 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:58:46 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:58:46 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:59:37 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:59:37 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:59:37 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2864
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:00:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:00:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:00:05 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:00:51 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:00:51 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:00:51 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 2922
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:02:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:02:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:02:48 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3025
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:03:13 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 200 3644
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:03:13 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:03:13 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:29 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:29 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:29 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3113
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:31 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:31 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:31 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:43 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:43 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:04:43 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3113
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:05:30 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:05:30 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:05:30 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:06:37 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:06:37 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:06:37 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3263
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:08:32 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:08:32 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:08:32 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3328
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:10:42 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:10:42 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:10:42 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3495
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:11:32 +0900] "GET /studyhtml5/ch06/3.fitness-t/practice.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:11:32 +0900] "GET /studyhtml5/ch06/3.fitness-t/script/main.js HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [03/Oct/2021:20:11:32 +0900] "GET /studyhtml5/ch06/3.fitness-t/css/practice.css HTTP/1.1" 200 3578
